,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Gerente,Meta_Mensal,Faturamento,Ano_Mes
35163,35164,2024-08-11,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_22129,Fernanda,60000.0,3200.0,2024-08
35164,35165,2024-07-24,Curitiba,Notebook Dell,3500.0,1,Cliente_14566,Roberto,45000.0,3500.0,2024-07
35165,35166,2023-02-13,Belo Horizonte,Cabo HDMI,40.0,2,Cliente_18748,Juliana,55000.0,80.0,2023-02
35166,35167,2024-07-13,Salvador,"Monitor 27""",1200.0,1,Cliente_1256,Ana,52000.0,1200.0,2024-07
35167,35168,2023-08-27,Salvador,Mouse Gamer,120.0,1,Cliente_10810,Ana,52000.0,120.0,2023-08
35168,35169,2024-12-15,Salvador,Teclado Mecânico,250.0,2,Cliente_1818,Ana,52000.0,500.0,2024-12
35169,35170,2023-11-05,Salvador,"Monitor 27""",1200.0,1,Cliente_13670,Ana,52000.0,1200.0,2023-11
35170,35171,2024-08-03,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_22337,Fernanda,60000.0,1200.0,2024-08
35171,35172,2023-06-06,Recife,Teclado Mecânico,250.0,1,Cliente_20275,Marcos,48000.0,250.0,2023-06
35172,35173,2023-12-09,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_8288,Fernanda,60000.0,5500.0,2023-12
35173,35174,2023-11-04,São Paulo,Mouse Gamer,120.0,1,Cliente_22626,Carlos,50000.0,120.0,2023-11
35174,35175,2023-02-06,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_3031,Fernanda,60000.0,40.0,2023-02
35175,35176,2024-09-25,Salvador,Mouse Gamer,120.0,1,Cliente_1344,Ana,52000.0,120.0,2024-09
35176,35177,2024-04-13,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_20497,Pedro,42000.0,2200.0,2024-04
35177,35178,2023-08-14,São Paulo,Notebook Dell,3500.0,1,Cliente_7810,Carlos,50000.0,3500.0,2023-08
35178,35179,2023-10-17,Curitiba,Teclado Mecânico,250.0,2,Cliente_12495,Roberto,45000.0,500.0,2023-10
35179,35180,2023-01-17,Belo Horizonte,Cabo HDMI,40.0,2,Cliente_4208,Juliana,55000.0,80.0,2023-01
35180,35181,2024-07-14,São Paulo,"Monitor 27""",1200.0,5,Cliente_20314,Carlos,50000.0,6000.0,2024-07
35181,35182,2024-05-12,Salvador,Notebook Dell,3500.0,2,Cliente_11470,Ana,52000.0,7000.0,2024-05
35182,35183,2023-01-13,Curitiba,Notebook Dell,3500.0,5,Cliente_3084,Roberto,45000.0,17500.0,2023-01
35183,35184,2024-12-04,Curitiba,iPhone 14,5500.0,2,Cliente_19807,Roberto,45000.0,11000.0,2024-12
35184,35185,2024-01-24,Belo Horizonte,"Monitor 27""",1200.0,10,Cliente_29457,Juliana,55000.0,12000.0,2024-01
35185,35186,2024-08-29,Recife,Notebook HP,3200.0,1,Cliente_27941,Marcos,48000.0,3200.0,2024-08
35186,35187,2023-09-02,Recife,Notebook Dell,3500.0,3,Cliente_24479,Marcos,48000.0,10500.0,2023-09
35187,35188,2024-12-21,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_28491,Fernanda,60000.0,1200.0,2024-12
35188,35189,2024-04-16,Recife,Mouse Gamer,120.0,1,Cliente_12962,Marcos,48000.0,120.0,2024-04
35189,35190,2023-08-26,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_11155,Fernanda,60000.0,7000.0,2023-08
35190,35191,2024-08-14,São Paulo,iPhone 14,5500.0,2,Cliente_17350,Carlos,50000.0,11000.0,2024-08
35191,35192,2024-12-30,Salvador,iPhone 14,5500.0,2,Cliente_7615,Ana,52000.0,11000.0,2024-12
35192,35193,2023-06-01,Porto Alegre,Notebook HP,3200.0,1,Cliente_10757,Pedro,42000.0,3200.0,2023-06
35193,35194,2024-05-12,Porto Alegre,iPhone 14,5500.0,2,Cliente_20526,Pedro,42000.0,11000.0,2024-05
35194,35195,2023-04-05,Porto Alegre,Cabo HDMI,40.0,1,Cliente_26003,Pedro,42000.0,40.0,2023-04
35195,35196,2024-11-08,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_23197,Pedro,42000.0,1200.0,2024-11
35196,35197,2024-05-30,São Paulo,Teclado Mecânico,250.0,1,Cliente_19903,Carlos,50000.0,250.0,2024-05
35197,35198,2023-06-11,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_9063,Fernanda,60000.0,5500.0,2023-06
35198,35199,2024-03-05,Salvador,Teclado Mecânico,250.0,2,Cliente_29087,Ana,52000.0,500.0,2024-03
35199,35200,2023-09-12,Belo Horizonte,Notebook HP,3200.0,2,Cliente_27346,Juliana,55000.0,6400.0,2023-09
35200,35201,2024-10-19,Belo Horizonte,Mouse Gamer,120.0,1,Cliente_11490,Juliana,55000.0,120.0,2024-10
35201,35202,2023-10-21,Recife,Smartphone Samsung,2200.0,1,Cliente_26677,Marcos,48000.0,2200.0,2023-10
35202,35203,2023-04-11,Salvador,Notebook Dell,3500.0,1,Cliente_10805,Ana,52000.0,3500.0,2023-04
35203,35204,2024-05-16,São Paulo,Cabo HDMI,40.0,1,Cliente_679,Carlos,50000.0,40.0,2024-05
35204,35205,2024-12-21,São Paulo,Notebook Dell,3500.0,1,Cliente_24800,Carlos,50000.0,3500.0,2024-12
35205,35206,2023-02-01,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_20443,Pedro,42000.0,1200.0,2023-02
35206,35207,2023-04-23,Belo Horizonte,Notebook HP,3200.0,1,Cliente_2145,Juliana,55000.0,3200.0,2023-04
35207,35208,2023-03-04,Salvador,Notebook HP,3200.0,1,Cliente_10157,Ana,52000.0,3200.0,2023-03
35208,35209,2024-10-23,Curitiba,Notebook HP,3200.0,2,Cliente_21992,Roberto,45000.0,6400.0,2024-10
35209,35210,2024-04-03,Belo Horizonte,Notebook Dell,3500.0,2,Cliente_20639,Juliana,55000.0,7000.0,2024-04
35210,35211,2024-01-16,Belo Horizonte,iPhone 14,5500.0,1,Cliente_5916,Juliana,55000.0,5500.0,2024-01
35211,35212,2024-09-27,Curitiba,Notebook Dell,3500.0,1,Cliente_3444,Roberto,45000.0,3500.0,2024-09
35212,35213,2023-02-04,Online,Notebook Dell,3500.0,1,Cliente_26335,Sem Gerente (E-commerce),0.0,3500.0,2023-02
35213,35214,2023-09-04,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_28980,Fernanda,60000.0,7000.0,2023-09
35214,35215,2024-10-12,Recife,Mouse Gamer,120.0,2,Cliente_12516,Marcos,48000.0,240.0,2024-10
35215,35216,2023-03-15,Porto Alegre,Mouse Gamer,120.0,1,Cliente_8936,Pedro,42000.0,120.0,2023-03
35216,35217,2024-06-23,Curitiba,iPhone 14,5500.0,3,Cliente_2376,Roberto,45000.0,16500.0,2024-06
35217,35218,2023-11-12,Salvador,Smartphone Samsung,2200.0,3,Cliente_15572,Ana,52000.0,6600.0,2023-11
35218,35219,2023-06-16,Salvador,"Monitor 27""",1200.0,1,Cliente_15285,Ana,52000.0,1200.0,2023-06
35219,35220,2024-09-20,Curitiba,Smartphone Samsung,2200.0,1,Cliente_27833,Roberto,45000.0,2200.0,2024-09
35220,35221,2023-11-23,Recife,Smartphone Samsung,2200.0,1,Cliente_21252,Marcos,48000.0,2200.0,2023-11
35221,35222,2024-11-28,Porto Alegre,Notebook Dell,3500.0,1,Cliente_4055,Pedro,42000.0,3500.0,2024-11
35222,35223,2024-02-12,Salvador,Cabo HDMI,40.0,1,Cliente_382,Ana,52000.0,40.0,2024-02
35223,35224,2024-10-08,Porto Alegre,Smartphone Samsung,2200.0,1,Cliente_22471,Pedro,42000.0,2200.0,2024-10
35224,35225,2024-08-03,Online,Notebook Dell,3500.0,2,Cliente_6498,Sem Gerente (E-commerce),0.0,7000.0,2024-08
35225,35226,2024-07-16,Recife,Notebook Dell,3500.0,1,Cliente_17808,Marcos,48000.0,3500.0,2024-07
35226,35227,2024-06-16,São Paulo,"Monitor 27""",1200.0,1,Cliente_28779,Carlos,50000.0,1200.0,2024-06
35227,35228,2024-06-12,São Paulo,Notebook HP,3200.0,1,Cliente_10476,Carlos,50000.0,3200.0,2024-06
35228,35229,2023-04-04,São Paulo,Notebook Dell,3500.0,1,Cliente_2625,Carlos,50000.0,3500.0,2023-04
35229,35230,2024-03-29,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_18820,Fernanda,60000.0,120.0,2024-03
35230,35231,2024-08-25,Salvador,Smartphone Samsung,2200.0,1,Cliente_4181,Ana,52000.0,2200.0,2024-08
35231,35232,2024-05-10,Salvador,"Monitor 27""",1200.0,3,Cliente_17339,Ana,52000.0,3600.0,2024-05
35232,35233,2023-01-04,Rio De Janeiro,Teclado Mecânico,250.0,2,Cliente_8637,Fernanda,60000.0,500.0,2023-01
35233,35234,2024-12-03,Curitiba,Teclado Mecânico,250.0,1,Cliente_21736,Roberto,45000.0,250.0,2024-12
35234,35235,2023-06-03,Belo Horizonte,Teclado Mecânico,250.0,1,Cliente_3756,Juliana,55000.0,250.0,2023-06
35235,35236,2024-05-05,Rio De Janeiro,Smartphone Samsung,2200.0,1,Cliente_18902,Fernanda,60000.0,2200.0,2024-05
35236,35237,2023-08-29,Porto Alegre,Notebook HP,3200.0,1,Cliente_18629,Pedro,42000.0,3200.0,2023-08
35237,35238,2024-03-31,Belo Horizonte,iPhone 14,5500.0,1,Cliente_8966,Juliana,55000.0,5500.0,2024-03
35238,35239,2023-09-03,Salvador,Cabo HDMI,40.0,1,Cliente_2169,Ana,52000.0,40.0,2023-09
35239,35240,2024-02-23,São Paulo,Notebook HP,3200.0,1,Cliente_20442,Carlos,50000.0,3200.0,2024-02
35240,35241,2024-09-25,São Paulo,Cabo HDMI,40.0,2,Cliente_6332,Carlos,50000.0,80.0,2024-09
35241,35242,2024-08-17,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_18747,Juliana,55000.0,1200.0,2024-08
35242,35243,2024-09-13,Salvador,Notebook HP,3200.0,2,Cliente_27723,Ana,52000.0,6400.0,2024-09
35243,35244,2023-06-16,Recife,Teclado Mecânico,250.0,1,Cliente_19450,Marcos,48000.0,250.0,2023-06
35244,35245,2024-04-19,Curitiba,Notebook HP,3200.0,2,Cliente_13522,Roberto,45000.0,6400.0,2024-04
35245,35246,2024-10-09,Curitiba,"Monitor 27""",1200.0,1,Cliente_8112,Roberto,45000.0,1200.0,2024-10
35246,35247,2024-04-29,Salvador,"Monitor 27""",1200.0,1,Cliente_18312,Ana,52000.0,1200.0,2024-04
35247,35248,2023-12-15,Recife,Teclado Mecânico,250.0,1,Cliente_15793,Marcos,48000.0,250.0,2023-12
35248,35249,2024-09-29,Porto Alegre,Mouse Gamer,120.0,1,Cliente_24557,Pedro,42000.0,120.0,2024-09
35249,35250,2023-06-09,Belo Horizonte,Smartphone Samsung,2200.0,2,Cliente_1780,Juliana,55000.0,4400.0,2023-06
35250,35251,2024-03-05,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_11033,Juliana,55000.0,40.0,2024-03
35251,35252,2024-01-29,Rio De Janeiro,Notebook Dell,3500.0,2,Cliente_22653,Fernanda,60000.0,7000.0,2024-01
35252,35253,2024-03-12,São Paulo,iPhone 14,5500.0,1,Cliente_19466,Carlos,50000.0,5500.0,2024-03
35253,35254,2024-10-19,São Paulo,iPhone 14,5500.0,2,Cliente_26045,Carlos,50000.0,11000.0,2024-10
35254,35255,2023-07-09,Belo Horizonte,Teclado Mecânico,250.0,2,Cliente_20018,Juliana,55000.0,500.0,2023-07
35255,35256,2024-06-25,Rio De Janeiro,Mouse Gamer,120.0,3,Cliente_8726,Fernanda,60000.0,360.0,2024-06
35256,35257,2024-04-14,Porto Alegre,iPhone 14,5500.0,1,Cliente_7731,Pedro,42000.0,5500.0,2024-04
35257,35258,2023-02-13,Porto Alegre,Notebook HP,3200.0,2,Cliente_1697,Pedro,42000.0,6400.0,2023-02
35258,35259,2023-06-24,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_1245,Fernanda,60000.0,1200.0,2023-06
35259,35260,2023-03-03,Curitiba,Cabo HDMI,40.0,5,Cliente_17050,Roberto,45000.0,200.0,2023-03
35260,35261,2024-12-01,Curitiba,Mouse Gamer,120.0,1,Cliente_3328,Roberto,45000.0,120.0,2024-12
35261,35262,2023-07-01,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_27163,Juliana,55000.0,1200.0,2023-07
35262,35263,2023-01-09,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_27568,Pedro,42000.0,250.0,2023-01
35263,35264,2024-12-15,Curitiba,"Monitor 27""",1200.0,3,Cliente_6823,Roberto,45000.0,3600.0,2024-12
35264,35265,2023-10-04,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_11886,Fernanda,60000.0,40.0,2023-10
35265,35266,2024-04-03,Recife,Notebook Dell,3500.0,1,Cliente_26601,Marcos,48000.0,3500.0,2024-04
35266,35267,2023-04-05,Salvador,"Monitor 27""",1200.0,1,Cliente_19892,Ana,52000.0,1200.0,2023-04
35267,35268,2024-08-30,Salvador,"Monitor 27""",1200.0,2,Cliente_16878,Ana,52000.0,2400.0,2024-08
35268,35269,2024-07-06,São Paulo,Mouse Gamer,120.0,1,Cliente_4548,Carlos,50000.0,120.0,2024-07
35269,35270,2023-09-29,Belo Horizonte,Cabo HDMI,40.0,3,Cliente_1155,Juliana,55000.0,120.0,2023-09
35270,35271,2023-07-23,Porto Alegre,Notebook HP,3200.0,1,Cliente_17423,Pedro,42000.0,3200.0,2023-07
35271,35272,2024-06-05,Curitiba,Smartphone Samsung,2200.0,1,Cliente_13257,Roberto,45000.0,2200.0,2024-06
35272,35273,2023-07-17,Salvador,iPhone 14,5500.0,1,Cliente_23053,Ana,52000.0,5500.0,2023-07
35273,35274,2023-04-11,Curitiba,Notebook HP,3200.0,1,Cliente_25559,Roberto,45000.0,3200.0,2023-04
35274,35275,2023-10-18,Rio De Janeiro,Notebook HP,3200.0,1,Cliente_23727,Fernanda,60000.0,3200.0,2023-10
35275,35276,2023-08-19,Curitiba,Notebook HP,3200.0,1,Cliente_1046,Roberto,45000.0,3200.0,2023-08
35276,35277,2024-05-28,São Paulo,iPhone 14,5500.0,1,Cliente_26579,Carlos,50000.0,5500.0,2024-05
35277,35278,2024-05-25,Belo Horizonte,Teclado Mecânico,250.0,2,Cliente_25185,Juliana,55000.0,500.0,2024-05
35278,35279,2024-02-14,Curitiba,Notebook HP,3200.0,1,Cliente_10282,Roberto,45000.0,3200.0,2024-02
35279,35280,2023-07-09,Recife,Smartphone Samsung,2200.0,1,Cliente_3276,Marcos,48000.0,2200.0,2023-07
35280,35281,2024-10-03,Recife,Teclado Mecânico,250.0,1,Cliente_752,Marcos,48000.0,250.0,2024-10
35281,35282,2023-10-01,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_16695,Pedro,42000.0,1200.0,2023-10
35282,35283,2024-10-31,Porto Alegre,Smartphone Samsung,2200.0,2,Cliente_21167,Pedro,42000.0,4400.0,2024-10
35283,35284,2023-09-10,Salvador,Mouse Gamer,120.0,1,Cliente_11141,Ana,52000.0,120.0,2023-09
35284,35285,2024-05-18,Belo Horizonte,Cabo HDMI,40.0,1,Cliente_8897,Juliana,55000.0,40.0,2024-05
35285,35286,2024-02-01,Recife,Teclado Mecânico,250.0,1,Cliente_8237,Marcos,48000.0,250.0,2024-02
35286,35287,2024-02-15,Recife,"Monitor 27""",1200.0,1,Cliente_27443,Marcos,48000.0,1200.0,2024-02
35287,35288,2023-03-07,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_478,Pedro,42000.0,1200.0,2023-03
35288,35289,2023-09-03,Salvador,Notebook HP,3200.0,1,Cliente_14496,Ana,52000.0,3200.0,2023-09
35289,35290,2024-01-15,Curitiba,Notebook HP,3200.0,1,Cliente_1844,Roberto,45000.0,3200.0,2024-01
35290,35291,2023-10-12,Recife,iPhone 14,5500.0,1,Cliente_27105,Marcos,48000.0,5500.0,2023-10
35291,35292,2023-12-13,Salvador,Notebook Dell,3500.0,1,Cliente_2429,Ana,52000.0,3500.0,2023-12
35292,35293,2024-01-14,Curitiba,Smartphone Samsung,2200.0,1,Cliente_19721,Roberto,45000.0,2200.0,2024-01
35293,35294,2024-12-26,São Paulo,iPhone 14,5500.0,1,Cliente_8682,Carlos,50000.0,5500.0,2024-12
35294,35295,2024-07-23,Rio De Janeiro,iPhone 14,5500.0,1,Cliente_10748,Fernanda,60000.0,5500.0,2024-07
35295,35296,2024-02-19,Salvador,Smartphone Samsung,2200.0,1,Cliente_12458,Ana,52000.0,2200.0,2024-02
35296,35297,2024-11-18,Porto Alegre,Cabo HDMI,40.0,1,Cliente_5945,Pedro,42000.0,40.0,2024-11
35297,35298,2024-08-14,Curitiba,Teclado Mecânico,250.0,1,Cliente_12682,Roberto,45000.0,250.0,2024-08
35298,35299,2023-09-10,Rio De Janeiro,Mouse Gamer,120.0,2,Cliente_15562,Fernanda,60000.0,240.0,2023-09
35299,35300,2024-05-27,Curitiba,Smartphone Samsung,2200.0,1,Cliente_5908,Roberto,45000.0,2200.0,2024-05
35300,35301,2023-04-11,Salvador,"Monitor 27""",1200.0,1,Cliente_467,Ana,52000.0,1200.0,2023-04
35301,35302,2023-05-11,Curitiba,Mouse Gamer,120.0,1,Cliente_3966,Roberto,45000.0,120.0,2023-05
35302,35303,2023-02-22,Salvador,Cabo HDMI,40.0,1,Cliente_27656,Ana,52000.0,40.0,2023-02
35303,35304,2024-04-01,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_27914,Juliana,55000.0,3500.0,2024-04
35304,35305,2023-11-28,Curitiba,Cabo HDMI,40.0,2,Cliente_11592,Roberto,45000.0,80.0,2023-11
35305,35306,2024-09-02,Recife,Teclado Mecânico,250.0,1,Cliente_9696,Marcos,48000.0,250.0,2024-09
35306,35307,2024-10-25,Salvador,Notebook HP,3200.0,5,Cliente_20430,Ana,52000.0,16000.0,2024-10
35307,35308,2024-05-20,Recife,Notebook Dell,3500.0,1,Cliente_15948,Marcos,48000.0,3500.0,2024-05
35308,35309,2024-03-09,Curitiba,Notebook Dell,3500.0,1,Cliente_11711,Roberto,45000.0,3500.0,2024-03
35309,35310,2024-11-04,Porto Alegre,Cabo HDMI,40.0,5,Cliente_18531,Pedro,42000.0,200.0,2024-11
35310,35311,2024-09-23,Porto Alegre,Notebook HP,3200.0,1,Cliente_29998,Pedro,42000.0,3200.0,2024-09
35311,35312,2023-09-16,Porto Alegre,Notebook Dell,3500.0,1,Cliente_728,Pedro,42000.0,3500.0,2023-09
35312,35313,2024-02-22,São Paulo,Teclado Mecânico,250.0,1,Cliente_5718,Carlos,50000.0,250.0,2024-02
35313,35314,2024-06-22,Recife,Teclado Mecânico,250.0,1,Cliente_5238,Marcos,48000.0,250.0,2024-06
35314,35315,2023-07-16,Rio De Janeiro,Teclado Mecânico,250.0,1,Cliente_26331,Fernanda,60000.0,250.0,2023-07
35315,35316,2024-11-12,São Paulo,iPhone 14,5500.0,5,Cliente_20698,Carlos,50000.0,27500.0,2024-11
35316,35317,2024-03-02,Rio De Janeiro,iPhone 14,5500.0,2,Cliente_19313,Fernanda,60000.0,11000.0,2024-03
35317,35318,2024-03-21,Salvador,Teclado Mecânico,250.0,1,Cliente_4034,Ana,52000.0,250.0,2024-03
35318,35319,2024-01-14,Curitiba,Notebook HP,3200.0,1,Cliente_26537,Roberto,45000.0,3200.0,2024-01
35319,35320,2024-01-07,Curitiba,Notebook HP,3200.0,3,Cliente_10011,Roberto,45000.0,9600.0,2024-01
35320,35321,2024-04-08,Curitiba,Smartphone Samsung,2200.0,2,Cliente_13100,Roberto,45000.0,4400.0,2024-04
35321,35322,2023-03-18,Recife,Smartphone Samsung,2200.0,1,Cliente_9842,Marcos,48000.0,2200.0,2023-03
35322,35323,2024-07-07,Porto Alegre,Cabo HDMI,40.0,1,Cliente_10499,Pedro,42000.0,40.0,2024-07
35323,35324,2023-08-31,São Paulo,Teclado Mecânico,250.0,1,Cliente_19918,Carlos,50000.0,250.0,2023-08
35324,35325,2023-08-31,Rio De Janeiro,Mouse Gamer,120.0,1,Cliente_28889,Fernanda,60000.0,120.0,2023-08
35325,35326,2023-03-12,Salvador,Notebook Dell,3500.0,1,Cliente_9159,Ana,52000.0,3500.0,2023-03
35326,35327,2023-07-03,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_5998,Juliana,55000.0,3500.0,2023-07
35327,35328,2023-08-07,Porto Alegre,Notebook HP,3200.0,1,Cliente_26377,Pedro,42000.0,3200.0,2023-08
35328,35329,2024-06-21,São Paulo,Mouse Gamer,120.0,2,Cliente_17829,Carlos,50000.0,240.0,2024-06
35329,35330,2023-05-11,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_12540,Fernanda,60000.0,3500.0,2023-05
35330,35331,2023-11-27,Salvador,Cabo HDMI,40.0,1,Cliente_17843,Ana,52000.0,40.0,2023-11
35331,35332,2024-04-04,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_20051,Juliana,55000.0,1200.0,2024-04
35332,35333,2024-02-19,São Paulo,iPhone 14,5500.0,1,Cliente_27665,Carlos,50000.0,5500.0,2024-02
35333,35334,2024-02-08,São Paulo,Notebook Dell,3500.0,1,Cliente_7240,Carlos,50000.0,3500.0,2024-02
35334,35335,2023-04-05,Porto Alegre,Notebook Dell,3500.0,1,Cliente_13862,Pedro,42000.0,3500.0,2023-04
35335,35336,2023-02-13,Curitiba,Smartphone Samsung,2200.0,2,Cliente_22121,Roberto,45000.0,4400.0,2023-02
35336,35337,2023-01-16,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_5838,Pedro,42000.0,1200.0,2023-01
35337,35338,2024-08-03,São Paulo,Notebook Dell,3500.0,1,Cliente_24302,Carlos,50000.0,3500.0,2024-08
35338,35339,2024-05-12,Porto Alegre,iPhone 14,5500.0,1,Cliente_21850,Pedro,42000.0,5500.0,2024-05
35339,35340,2023-11-11,Porto Alegre,Cabo HDMI,40.0,1,Cliente_21705,Pedro,42000.0,40.0,2023-11
35340,35341,2023-02-01,Salvador,Notebook Dell,3500.0,1,Cliente_26675,Ana,52000.0,3500.0,2023-02
35341,35342,2024-05-13,Porto Alegre,Notebook HP,3200.0,2,Cliente_9080,Pedro,42000.0,6400.0,2024-05
35342,35343,2024-01-06,Salvador,"Monitor 27""",1200.0,1,Cliente_3072,Ana,52000.0,1200.0,2024-01
35343,35344,2023-01-23,Rio De Janeiro,Notebook Dell,3500.0,1,Cliente_8837,Fernanda,60000.0,3500.0,2023-01
35344,35345,2023-02-14,Curitiba,Mouse Gamer,120.0,1,Cliente_16652,Roberto,45000.0,120.0,2023-02
35345,35346,2023-02-27,São Paulo,"Monitor 27""",1200.0,1,Cliente_27943,Carlos,50000.0,1200.0,2023-02
35346,35347,2023-07-16,Salvador,Notebook Dell,3500.0,1,Cliente_7302,Ana,52000.0,3500.0,2023-07
35347,35348,2023-08-10,Curitiba,iPhone 14,5500.0,1,Cliente_12699,Roberto,45000.0,5500.0,2023-08
35348,35349,2023-05-12,Belo Horizonte,Cabo HDMI,40.0,3,Cliente_24167,Juliana,55000.0,120.0,2023-05
35349,35350,2024-05-29,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_16175,Fernanda,60000.0,40.0,2024-05
35350,35351,2023-03-05,Belo Horizonte,iPhone 14,5500.0,3,Cliente_26719,Juliana,55000.0,16500.0,2023-03
35351,35352,2024-09-18,Rio De Janeiro,"Monitor 27""",1200.0,1,Cliente_21280,Fernanda,60000.0,1200.0,2024-09
35352,35353,2024-11-20,Recife,Teclado Mecânico,250.0,1,Cliente_6891,Marcos,48000.0,250.0,2024-11
35353,35354,2024-04-22,Belo Horizonte,Smartphone Samsung,2200.0,1,Cliente_3704,Juliana,55000.0,2200.0,2024-04
35354,35355,2023-04-14,Salvador,Smartphone Samsung,2200.0,1,Cliente_17829,Ana,52000.0,2200.0,2023-04
35355,35356,2023-03-27,Recife,Notebook HP,3200.0,1,Cliente_26214,Marcos,48000.0,3200.0,2023-03
35356,35357,2023-11-25,Porto Alegre,Teclado Mecânico,250.0,1,Cliente_13387,Pedro,42000.0,250.0,2023-11
35357,35358,2023-04-27,Curitiba,Smartphone Samsung,2200.0,1,Cliente_3544,Roberto,45000.0,2200.0,2023-04
35358,35359,2023-04-29,Belo Horizonte,"Monitor 27""",1200.0,1,Cliente_23826,Juliana,55000.0,1200.0,2023-04
35359,35360,2024-08-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_11208,Carlos,50000.0,2200.0,2024-08
35360,35361,2023-12-26,Porto Alegre,Notebook HP,3200.0,2,Cliente_3096,Pedro,42000.0,6400.0,2023-12
35361,35362,2024-11-26,Online,Notebook Dell,3500.0,1,Cliente_2128,Sem Gerente (E-commerce),0.0,3500.0,2024-11
35362,35363,2024-07-28,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28441,Carlos,50000.0,2200.0,2024-07
35363,35364,2024-11-10,Salvador,"Monitor 27""",1200.0,1,Cliente_19824,Ana,52000.0,1200.0,2024-11
35364,35365,2024-03-08,São Paulo,"Monitor 27""",1200.0,2,Cliente_1690,Carlos,50000.0,2400.0,2024-03
35365,35366,2023-07-28,Porto Alegre,Notebook HP,3200.0,1,Cliente_23698,Pedro,42000.0,3200.0,2023-07
35366,35367,2023-02-10,Online,Cabo HDMI,40.0,1,Cliente_11428,Sem Gerente (E-commerce),0.0,40.0,2023-02
35367,35368,2024-12-12,Curitiba,Mouse Gamer,120.0,1,Cliente_8331,Roberto,45000.0,120.0,2024-12
35368,35369,2024-08-31,São Paulo,Notebook HP,3200.0,2,Cliente_3947,Carlos,50000.0,6400.0,2024-08
35369,35370,2024-07-24,Porto Alegre,Mouse Gamer,120.0,2,Cliente_29644,Pedro,42000.0,240.0,2024-07
35370,35371,2023-09-29,São Paulo,iPhone 14,5500.0,1,Cliente_22911,Carlos,50000.0,5500.0,2023-09
35371,35372,2023-10-12,São Paulo,iPhone 14,5500.0,1,Cliente_1121,Carlos,50000.0,5500.0,2023-10
35372,35373,2024-05-03,Rio De Janeiro,Cabo HDMI,40.0,1,Cliente_14704,Fernanda,60000.0,40.0,2024-05
35373,35374,2024-06-15,Curitiba,iPhone 14,5500.0,3,Cliente_2400,Roberto,45000.0,16500.0,2024-06
35374,35375,2024-09-25,Belo Horizonte,Mouse Gamer,120.0,3,Cliente_27652,Juliana,55000.0,360.0,2024-09
35375,35376,2023-07-02,Curitiba,Notebook Dell,3500.0,1,Cliente_27323,Roberto,45000.0,3500.0,2023-07
35376,35377,2023-04-02,São Paulo,"Monitor 27""",1200.0,1,Cliente_15480,Carlos,50000.0,1200.0,2023-04
35377,35378,2023-10-11,Salvador,Cabo HDMI,40.0,2,Cliente_28353,Ana,52000.0,80.0,2023-10
35378,35379,2024-06-14,Belo Horizonte,iPhone 14,5500.0,1,Cliente_12648,Juliana,55000.0,5500.0,2024-06
35379,35380,2023-05-16,Porto Alegre,"Monitor 27""",1200.0,1,Cliente_8547,Pedro,42000.0,1200.0,2023-05
35380,35381,2023-12-23,Salvador,Notebook HP,3200.0,1,Cliente_15254,Ana,52000.0,3200.0,2023-12
35381,35382,2023-11-12,Porto Alegre,Cabo HDMI,40.0,2,Cliente_28450,Pedro,42000.0,80.0,2023-11
35382,35383,2023-08-28,Belo Horizonte,Notebook Dell,3500.0,1,Cliente_5718,Juliana,55000.0,3500.0,2023-08
35383,35384,2023-03-05,Belo Horizonte,Notebook HP,3200.0,1,Cliente_16209,Juliana,55000.0,3200.0,2023-03
35384,35385,2024-05-03,Curitiba,"Monitor 27""",1200.0,1,Cliente_10961,Roberto,45000.0,1200.0,2024-05
